SampleID	TERT	Tissue	Tissues	Description	EXTEND
GTEX-11DXY-0008-SM-5QGR4	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.590992892
GTEX-11DXY-0126-SM-5H11Q	0.1293	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.555564469
GTEX-11DXY-0226-SM-5H123	2.903	Testis	Testis	Testis	0.763936989
GTEX-11DXY-0326-SM-5H12F	0.02493	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.470095798
GTEX-11DXY-0426-SM-5H12R	0.05274	Thyroid	Thyroid	Thyroid	0.453068612
GTEX-11DXY-0526-SM-5EGGQ	0	Liver	Liver	Liver	0.451242256
GTEX-11DXY-0826-SM-5EGGR	0	Heart	Heart_LV	Heart_LeftVentricle	0.238354052
GTEX-11DXY-1026-SM-5987V	0	Heart	Heart_AA	Heart_AtrialAppendage	0.439429355
GTEX-11DXY-1126-SM-5987W	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.509344809
GTEX-11DXY-1326-SM-5987Z	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.241852441
GTEX-11DXY-1426-SM-5N9CN	0.2132	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.719390879
GTEX-11DXY-1526-SM-5H129	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.15324255
GTEX-11DXY-1626-SM-5H12L	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.47804379
GTEX-11DXY-2026-SM-5N9CZ	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.460295528
GTEX-11DXY-2326-SM-5GICW	0	Breast	Breast	Breast_MammaryTissue	0.575384843
GTEX-11DXY-2626-SM-5GIE7	0.1352	Skin	Skin_SunExposed	Skin_SunExposed	0.591319623
GTEX-11DXY-2726-SM-5GID2	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.49854643
GTEX-11DXY-3026-SM-5N9CB	0.0149	Pituitary	Pituitary	Pituitary	0.451947817
GTEX-11DXY-3126-SM-5N9BT	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.599731982
GTEX-11DXY-3226-SM-5GIDE	0.1013	Brain	Brain_Cortex	Brain_Cortex	0.477471689
GTEX-11DXZ-0006-SM-5LZZH	0.09819	Blood	WholeBlood	WholeBlood	0.510677345
GTEX-11DXZ-0126-SM-5EGGY	0	Liver	Liver	Liver	0.171545621
GTEX-11DXZ-0226-SM-5EGGZ	0.02018	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.391714438
GTEX-11DXZ-0326-SM-5EGH1	0	Heart	Heart_AA	Heart_AtrialAppendage	0.385197299
GTEX-11DXZ-0426-SM-5987Y	0.01133	Blood Vessel	ArteryAorta	ArteryAorta	0.499755132
GTEX-11DXZ-0526-SM-5GU7J	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.221845968
GTEX-11DXZ-0626-SM-5GU77	0	Heart	Heart_LV	Heart_LeftVentricle	0.274977301
GTEX-11DXZ-0726-SM-5N9C4	0.02414	Lung	Lung	Lung	0.545453657
GTEX-11DXZ-0926-SM-5N9CG	0	Thyroid	Thyroid	Thyroid	0.52654534
GTEX-11DXZ-1026-SM-5N9D5	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.55031496
GTEX-11DXZ-1226-SM-5H11L	0.2396	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.7471618
GTEX-11DXZ-1326-SM-5H11X	0.7339	Small Intestine	Small_Intestine	Small_Intestine	0.582939482
GTEX-11DXZ-1426-SM-5H12A	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.458823073
GTEX-11DXZ-1626-SM-5GIDI	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.564852255
GTEX-11DXZ-1726-SM-5H12M	0.6802	Colon	Colon_Transverse	Colon_Transverse	0.63321002
GTEX-11DXZ-1826-SM-5H12Y	0	Prostate	Prostate	Prostate	0.535438816
GTEX-11DXZ-1926-SM-5GZZL	0	Breast	Breast	Breast_MammaryTissue	0.638764082
GTEX-11DXZ-2026-SM-5987S	0.1437	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.585841918
GTEX-11DXZ-2126-SM-59881	2.023	Testis	Testis	Testis	0.801143754
GTEX-11DXZ-2326-SM-5EGGV	0.08424	Skin	Skin_SunExposed	Skin_SunExposed	0.548991316
GTEX-11DXZ-2426-SM-5N9DT	0.008693	Muscle	MuscleSkeletal	Muscle_Skeletal	0.368070091
GTEX-11DXZ-2526-SM-5N9BG	0	Nerve	NerveTibial	Nerve_Tibial	0.53200074
GTEX-11DXZ-2626-SM-59882	0	Blood Vessel	ArteryTibial	ArteryTibial	0.386395984
GTEX-11DYG-0006-SM-5NQB2	0	Blood	WholeBlood	WholeBlood	0.266040679
GTEX-11DYG-0008-SM-5QGR5	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.673267891
GTEX-11DYG-0126-SM-59883	0.02047	Skin	Skin_SunExposed	Skin_SunExposed	0.489835881
GTEX-11DYG-0426-SM-5987J	0	Nerve	NerveTibial	Nerve_Tibial	0.524076827
GTEX-11DYG-0826-SM-5N9GH	0	Thyroid	Thyroid	Thyroid	0.364323417
GTEX-11DYG-0926-SM-5EGGW	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.244002233
GTEX-11DYG-1026-SM-5A5JQ	0	Heart	Heart_AA	Heart_AtrialAppendage	0.435131988
GTEX-11DYG-1226-SM-5N9DC	0	Blood Vessel	ArteryAorta	ArteryAorta	0.197431155
GTEX-11DYG-1326-SM-5N9DO	0.6844	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.734089905
GTEX-11DYG-1426-SM-5A5JR	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.482224167
GTEX-11DYG-1526-SM-5A5JS	0.04697	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.444625709
GTEX-11DYG-1926-SM-5H12I	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.22804225
GTEX-11DYG-2026-SM-5EGGX	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.466879616
GTEX-11DYG-2526-SM-5N9BB	0.1387	Prostate	Prostate	Prostate	0.511893083
GTEX-11DYG-2926-SM-5H132	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.586120319
GTEX-11DYG-3126-SM-5A5L6	0	Pituitary	Pituitary	Pituitary	0.417818475
GTEX-11DZ1-0008-SM-5QGR3	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.493180568
GTEX-11DZ1-0126-SM-5985Q	0.254	Skin	Skin_SunExposed	Skin_SunExposed	0.54786956
GTEX-11DZ1-0226-SM-5A5KF	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.608987841
GTEX-11DZ1-0326-SM-5N9BN	0	Breast	Breast	Breast_MammaryTissue	0.642595976
GTEX-11DZ1-0426-SM-5H11A	0.02633	Lung	Lung	Lung	0.439153673
GTEX-11DZ1-0926-SM-5EQ5R	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.571268499
GTEX-11DZ1-2026-SM-5A5KG	0.3374	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.708965489
GTEX-11DZ1-2426-SM-5GZZX	0.255	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.566272105
GTEX-11DZ1-2726-SM-5A5KH	0.03301	Thyroid	Thyroid	Thyroid	0.374943701
GTEX-11DZ1-2926-SM-5A5KI	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.642074255
GTEX-11EI6-0005-SM-5N9GN	0.06101	Blood	WholeBlood	WholeBlood	0.621227968
GTEX-11EI6-0008-SM-5QGR7	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.608360595
GTEX-11EI6-0126-SM-5985R	0.2462	Skin	Skin_SunExposed	Skin_SunExposed	0.576055699
GTEX-11EI6-0226-SM-5EQ64	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.55207836
GTEX-11EI6-0326-SM-5EQ6G	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.253695885
GTEX-11EI6-0426-SM-5EQ43	0	Nerve	NerveTibial	Nerve_Tibial	0.519678136
GTEX-11EI6-0526-SM-5985S	0	Blood Vessel	ArteryTibial	ArteryTibial	0.420537925
GTEX-11EI6-0626-SM-5985T	0	Breast	Breast	Breast_MammaryTissue	0.595682154
GTEX-11EI6-0726-SM-59866	0	Thyroid	Thyroid	Thyroid	0.427759031
GTEX-11EI6-0826-SM-5985V	0	Lung	Lung	Lung	0.161218914
GTEX-11EI6-1526-SM-5P9GL	0.04748	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.572051782
GTEX-11EI6-2226-SM-5EGJM	3.076	Testis	Testis	Testis	0.797155883
GTEX-11EI6-2426-SM-5PNVS	0	Stomach	Stomach	Stomach	0.440878198
GTEX-11EI6-2626-SM-5PNVT	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.482019545
GTEX-11EI6-2826-SM-5H11D	0.04369	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.544949613
GTEX-11EI6-2926-SM-5985U	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.56360832
GTEX-11EI6-3026-SM-5GZZO	0.06935	Brain	Brain_Cortex	Brain_Cortex	0.460597032
GTEX-11EI6-3126-SM-5H111	0.009014	Pituitary	Pituitary	Pituitary	0.362983417
GTEX-11EM3-0001-SM-5Q5BD	0.6703	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.865048775
GTEX-11EM3-0005-SM-5N9DK	0.1216	Blood	WholeBlood	WholeBlood	0.434590356
GTEX-11EM3-0126-SM-5985K	0.009813	Thyroid	Thyroid	Thyroid	0.464212865
GTEX-11EM3-0226-SM-5985Y	0	Blood Vessel	ArteryAorta	ArteryAorta	0.500215605
GTEX-11EM3-0326-SM-5A5KJ	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.503292534
GTEX-11EM3-0426-SM-5N9BZ	0	Heart	Heart_AA	Heart_AtrialAppendage	0.246286477
GTEX-11EM3-0526-SM-5H12N	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.246502039
GTEX-11EM3-0626-SM-5H12Z	0	Heart	Heart_LV	Heart_LeftVentricle	0.571454536
GTEX-11EM3-0726-SM-5GZZM	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.490859145
GTEX-11EM3-0826-SM-5N9CC	0.244	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.76594784
GTEX-11EM3-0926-SM-5A5KK	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.484782226
GTEX-11EM3-1026-SM-5A5KL	0.3301	Stomach	Stomach	Stomach	0.493326673
GTEX-11EM3-1126-SM-5A5KM	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.508296861
GTEX-11EM3-1226-SM-5N9DD	0	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.448113625
GTEX-11EM3-1326-SM-5N9C6	0.02116	Breast	Breast	Breast_MammaryTissue	0.559143734
GTEX-11EM3-1526-SM-5A5KN	0.8384	Colon	Colon_Transverse	Colon_Transverse	0.620814956
GTEX-11EM3-1626-SM-5N9CO	0.01994	Colon	Colon_Sigmoid	Colon_Sigmoid	0.492863858
GTEX-11EM3-1726-SM-5N9D1	0	Ovary	Ovary	Ovary	0.512911742
GTEX-11EM3-1826-SM-5A5KO	0.01262	Vagina	Vagina	Vagina	0.431904421
GTEX-11EM3-1926-SM-5987U	0.01336	Uterus	Uterus	Uterus	0.477439514
GTEX-11EM3-2126-SM-5H11M	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.455692058
GTEX-11EM3-2226-SM-5H11Y	0	Blood Vessel	ArteryTibial	ArteryTibial	0.387011429
GTEX-11EM3-2326-SM-5H12B	0.01878	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.552238283
GTEX-11EM3-2426-SM-59861	0.0116	Skin	Skin_SunExposed	Skin_SunExposed	0.410374739
GTEX-11EMC-0002-SM-5Q5DO	0.605	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.890170618
GTEX-11EMC-0006-SM-5O9DN	0.08442	Blood	WholeBlood	WholeBlood	0.390424285
GTEX-11EMC-0008-SM-5Q5DR	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.688817154
GTEX-11EMC-0126-SM-5EGKV	0.05369	Lung	Lung	Lung	0.360285487
GTEX-11EMC-0226-SM-5EGLP	0	Thyroid	Thyroid	Thyroid	0.201294321
GTEX-11EMC-0526-SM-5EGJN	0.008145	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.537363548
GTEX-11EMC-0726-SM-5EGJO	0.01677	Heart	Heart_LV	Heart_LeftVentricle	0.39408687
GTEX-11EMC-0826-SM-59862	0	Heart	Heart_AA	Heart_AtrialAppendage	0.215001031
GTEX-11EMC-0926-SM-59863	0	Blood Vessel	ArteryAorta	ArteryAorta	0.397267408
GTEX-11EMC-1426-SM-5N9E4	0.08945	Colon	Colon_Sigmoid	Colon_Sigmoid	0.479652382
GTEX-11EMC-1726-SM-5H11P	0	Ovary	Ovary	Ovary	0.325279301
GTEX-11EMC-1826-SM-5A5JT	0	Uterus	Uterus	Uterus	0.557853562
GTEX-11EMC-1926-SM-5A5JU	0.15	Vagina	Vagina	Vagina	0.599832934
GTEX-11EMC-2026-SM-5A5JV	0.04032	Breast	Breast	Breast_MammaryTissue	0.61218402
GTEX-11EMC-2226-SM-5A5JW	0.4327	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.778356847
GTEX-11EMC-2526-SM-5PNVU	0.06382	Salivary Gland	MinorSalivaryGland	MinorSalivaryGland	0.668590961
GTEX-11EMC-2626-SM-59864	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.19114189
GTEX-11EMC-2826-SM-5PNY6	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.578385178
GTEX-11EMC-2926-SM-5EQ4F	0.1454	Skin	Skin_SunExposed	Skin_SunExposed	0.50185308
GTEX-11EMC-3026-SM-5EQ4R	0	Blood Vessel	ArteryTibial	ArteryTibial	0.271092847
GTEX-11EMC-3126-SM-5EGJP	0.04218	Pituitary	Pituitary	Pituitary	0.363595304
GTEX-11EMC-3226-SM-5EGKW	0.2128	Brain	Brain_Cortex	Brain_Cortex	0.442769652
GTEX-11EMC-3326-SM-5P9JH	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.565105052
GTEX-11EQ8-0006-SM-5P9HJ	0.08559	Blood	WholeBlood	WholeBlood	0.469498002
GTEX-11EQ8-0008-SM-5Q5DJ	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.328327427
GTEX-11EQ8-0226-SM-5EQ5G	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.554139936
GTEX-11EQ8-0426-SM-5N9DP	0	Blood Vessel	ArteryTibial	ArteryTibial	0.552988724
GTEX-11EQ8-0526-SM-5N9BC	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.257023607
GTEX-11EQ8-0826-SM-5N9FG	0	Thyroid	Thyroid	Thyroid	0.411049784
GTEX-11EQ8-0926-SM-5H12V	0.02496	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.466737301
GTEX-11EQ8-1426-SM-5EGJR	2.25	Testis	Testis	Testis	0.680347527
GTEX-11EQ9-0002-SM-5QGQ1	0.3677	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.903253423
GTEX-11EQ9-0006-SM-5LUB6	0	Blood	WholeBlood	WholeBlood	0.150044467
GTEX-11EQ9-0126-SM-5986I	0.007983	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.479937959
GTEX-11EQ9-0226-SM-5A5JX	0	Lung	Lung	Lung	0.263699751
GTEX-11EQ9-0426-SM-5A5JY	0.2759	Spleen	Spleen	Spleen	0.510255192
GTEX-11EQ9-0526-SM-5A5JZ	0	Liver	Liver	Liver	0.28165672
GTEX-11EQ9-0626-SM-5A5K1	0	Thyroid	Thyroid	Thyroid	0.431457625
GTEX-11EQ9-0726-SM-5A5K2	0.1082	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.662924286
GTEX-11EQ9-0826-SM-5986Y	0.01085	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.463106404
GTEX-11EQ9-0926-SM-5HL6I	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.434131818
GTEX-11EQ9-1026-SM-5H134	0.006433	Pancreas	Pancreas	Pancreas	0.432325063
GTEX-11EQ9-1126-SM-5987I	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.488075451
GTEX-11EQ9-1226-SM-5987E	0.01068	Stomach	Stomach	Stomach	0.385099789
GTEX-11EQ9-1326-SM-5985X	1.394	Small Intestine	Small_Intestine	Small_Intestine	0.561344344
GTEX-11EQ9-1426-SM-5987G	0	Colon	Colon_Transverse	Colon_Transverse	0.532318319
GTEX-11EQ9-1526-SM-5PNY7	0.2377	Colon	Colon_Sigmoid	Colon_Sigmoid	0.570224193
GTEX-11EQ9-1626-SM-5PNY8	0.0413	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.551435576
GTEX-11EQ9-1726-SM-5HL6U	0.0297	Prostate	Prostate	Prostate	0.422993315
GTEX-11EQ9-1826-SM-5Q5AJ	0.00943	Breast	Breast	Breast_MammaryTissue	0.684451663
GTEX-11EQ9-1926-SM-5PNVV	2.08	Testis	Testis	Testis	0.765370951
GTEX-11EQ9-2026-SM-5P9JI	0.03799	Salivary Gland	MinorSalivaryGland	MinorSalivaryGland	0.443043692
GTEX-11EQ9-2126-SM-5PNVW	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.194575006
GTEX-11EQ9-2226-SM-5987H	0	Blood Vessel	ArteryTibial	ArteryTibial	0.181758772
GTEX-11EQ9-2326-SM-5HL5H	0	Nerve	NerveTibial	Nerve_Tibial	0.318686899
GTEX-11EQ9-2426-SM-5HL5T	0.2819	Skin	Skin_SunExposed	Skin_SunExposed	0.575247257
GTEX-11EQ9-2526-SM-5HL66	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.599342312
GTEX-11GS4-0006-SM-5SI9M	0.1497	Blood	WholeBlood	WholeBlood	0.637772353
GTEX-11GS4-0008-SM-5QGRA	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.44276962
GTEX-11GS4-0226-SM-5HL77	0.08961	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.67731332
GTEX-11GS4-0326-SM-5N9F7	0.0124	Blood Vessel	ArteryAorta	ArteryAorta	0.399639173
GTEX-11GS4-0426-SM-5N9CD	0	Heart	Heart_AA	Heart_AtrialAppendage	0.496020168
GTEX-11GS4-0526-SM-5A5KQ	0	Heart	Heart_LV	Heart_LeftVentricle	0.263392647
GTEX-11GS4-0626-SM-5A5LC	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.230330773
GTEX-11GS4-0826-SM-5986J	0	Thyroid	Thyroid	Thyroid	0.463293715
GTEX-11GS4-1026-SM-5N9DE	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.503856714
GTEX-11GS4-1426-SM-5N9D2	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.537148068
GTEX-11GS4-1826-SM-5HL4T	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.536799601
GTEX-11GS4-2026-SM-5N9CP	2.3	Testis	Testis	Testis	0.760595706
GTEX-11GS4-2126-SM-5A5KR	0.05045	Breast	Breast	Breast_MammaryTissue	0.584102204
GTEX-11GS4-2326-SM-5A5KS	0.004442	Kidney	Kidney	Kidney_Cortex	0.447658384
GTEX-11GS4-2526-SM-5A5KT	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.24278024
GTEX-11GS4-2626-SM-5A5LD	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.577994342
GTEX-11GS4-2726-SM-5A5LE	0.01943	Skin	Skin_SunExposed	Skin_SunExposed	0.574983853
GTEX-11GS4-2826-SM-5HL56	0	Nerve	NerveTibial	Nerve_Tibial	0.481828721
GTEX-11GS4-2926-SM-5A5LF	0	Blood Vessel	ArteryTibial	ArteryTibial	0.237751667
GTEX-11GS4-3026-SM-5A5LG	0.03299	Pituitary	Pituitary	Pituitary	0.350895222
GTEX-11GS4-3126-SM-5A5LH	0.1737	Brain	Brain_Cortex	Brain_Cortex	0.490597215
GTEX-11GSO-0005-SM-5O9CA	0.005874	Blood	WholeBlood	WholeBlood	0.586675384
GTEX-11GSO-0011-R1b-SM-57WD3	0	Brain	Brain_Hippocampus	Brain_Hippocampus	0.45409766
GTEX-11GSO-0011-R2a-SM-57WDF	1.001	Brain	Brain_SN	Brain_SubstantiaNigra	0.419658751
GTEX-11GSO-0011-R3b-SM-57WB2	0.02636	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.408177059
GTEX-11GSO-0226-SM-5A5LV	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.503422752
GTEX-11GSO-0626-SM-5A5LW	0.01502	Thyroid	Thyroid	Thyroid	0.486737131
GTEX-11GSO-1926-SM-5A5K3	0	Breast	Breast	Breast_MammaryTissue	0.575086757
GTEX-11GSO-2326-SM-5A5LX	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.576022139
GTEX-11GSO-2426-SM-5A5LY	0.2404	Skin	Skin_SunExposed	Skin_SunExposed	0.581560388
GTEX-11GSO-2526-SM-5PNVX	0.01079	Muscle	MuscleSkeletal	Muscle_Skeletal	0.341750863
GTEX-11GSO-2626-SM-5Q5AK	0	Nerve	NerveTibial	Nerve_Tibial	0.503440392
GTEX-11GSO-2826-SM-5HL6Q	0.03116	Pituitary	Pituitary	Pituitary	0.363085142
GTEX-11GSO-2926-SM-5HL73	0.2455	Brain	Brain_Cortex	Brain_Cortex	0.435072367
GTEX-11GSO-3026-SM-5Q5AL	0.01181	Brain	Brain_Cerebellum	Brain_Cerebellum	0.603748269
GTEX-11GSP-0006-SM-5N9EL	0.04023	Blood	WholeBlood	WholeBlood	0.630353784
GTEX-11GSP-0008-SM-5Q5DM	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.650366657
GTEX-11GSP-0011-R10a-SM-5NQ7J	0.09186	Brain	Brain_FC	Brain_Frontal Cortex	0.411341049
GTEX-11GSP-0011-R11b-SM-5NQ7V	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.640820291
GTEX-11GSP-0011-R5a-SM-57WBE	0.9876	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.527729545
GTEX-11GSP-0011-R6b-SM-57WBQ	0.02117	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.498132564
GTEX-11GSP-0011-R7b-SM-57WC3	0.7679	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.525375065
GTEX-11GSP-0011-R8b-SM-5NQ79	0.05029	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.460054925
GTEX-11GSP-0011-R9b-SM-5NQ77	0.04202	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.466710274
GTEX-11GSP-0226-SM-5A5KV	0	Ovary	Ovary	Ovary	0.535684156
GTEX-11GSP-0326-SM-5A5KW	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.43883353
GTEX-11GSP-0426-SM-5A5KX	0.006536	Pancreas	Pancreas	Pancreas	0.305221907
GTEX-11GSP-0626-SM-5986T	0	Liver	Liver	Liver	0.131190898
GTEX-11GSP-0726-SM-5986L	0	Lung	Lung	Lung	0.158685436
GTEX-11GSP-1126-SM-5A5LM	0.04639	Blood Vessel	ArteryAorta	ArteryAorta	0.380814273
GTEX-11GSP-1226-SM-5985M	0	Heart	Heart_AA	Heart_AtrialAppendage	0.148037551
GTEX-11GSP-1326-SM-5A5KY	0	Heart	Heart_LV	Heart_LeftVentricle	0.460669797
GTEX-11GSP-1626-SM-5986N	0	Colon	Colon_Transverse	Colon_Transverse	0.209296672
GTEX-11GSP-1726-SM-5A5LI	0.01172	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.438668243
GTEX-11GSP-1826-SM-5N9DQ	0.1371	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.655462766
GTEX-11GSP-2126-SM-5HL5E	0.02727	Stomach	Stomach	Stomach	0.33484423
GTEX-11GSP-2226-SM-5HL5Q	0.06953	Vagina	Vagina	Vagina	0.423932376
GTEX-11GSP-2326-SM-5HL63	0.3357	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.502792955
GTEX-11GSP-2426-SM-5N9BD	0	Uterus	Uterus	Uterus	0.472246691
GTEX-11GSP-2526-SM-5N9BP	0.05146	Skin	Skin_SunExposed	Skin_SunExposed	0.491584429
GTEX-11GSP-2726-SM-5A5LJ	0.008649	Muscle	MuscleSkeletal	Muscle_Skeletal	0.384916512
GTEX-11GSP-2826-SM-5A5LK	0.03237	Nerve	NerveTibial	Nerve_Tibial	0.528582709
GTEX-11GSP-2926-SM-5N9C2	0	Blood Vessel	ArteryTibial	ArteryTibial	0.40554726
GTEX-11GSP-3026-SM-5N9CE	0.01007	Pituitary	Pituitary	Pituitary	0.331387587
GTEX-11GSP-3126-SM-5A5LL	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.606172884
GTEX-11GSP-3226-SM-5986O	0.08628	Brain	Brain_Cortex	Brain_Cortex	0.360360294
GTEX-11H98-0008-SM-5QGR8	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.354357429
GTEX-11H98-0011-R10b-SM-5NQ98	0.09076	Brain	Brain_FC	Brain_Frontal Cortex	0.456062653
GTEX-11H98-0011-R11b-SM-5NQ6U	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.611496315
GTEX-11H98-0011-R5b-SM-57WCF	0.5013	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.528707991
GTEX-11H98-0011-R8a-SM-5NQ8V	0.04042	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.475254025
GTEX-11H98-0126-SM-5EGHG	0.5875	Skin	Skin_SunExposed	Skin_SunExposed	0.604292019
GTEX-11H98-0226-SM-5NQ89	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.599427406
GTEX-11H98-0326-SM-5HL4S	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.516673484
GTEX-11H98-0426-SM-5HL55	0	Nerve	NerveTibial	Nerve_Tibial	0.587534463
GTEX-11I78-0001-SM-5Q5BE	0.1687	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.818266436
GTEX-11I78-0005-SM-5N9GB	0.139	Blood	WholeBlood	WholeBlood	0.463178443
GTEX-11I78-0008-SM-5Q5DI	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.697491302
GTEX-11I78-0126-SM-5HL6F	0.03244	Lung	Lung	Lung	0.384808411
GTEX-11I78-0226-SM-5HL6R	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.56164517
GTEX-11I78-0526-SM-5986A	0.02217	Thyroid	Thyroid	Thyroid	0.451489443
GTEX-11I78-0626-SM-5A5LZ	0	Pancreas	Pancreas	Pancreas	0.259791568
GTEX-11I78-0726-SM-5A5M1	0	Blood Vessel	ArteryAorta	ArteryAorta	0.519492636
GTEX-11I78-0826-SM-5A5K4	0	Heart	Heart_LV	Heart_LeftVentricle	0.288221045
GTEX-11I78-1026-SM-5HL74	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.563302773
